track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
Camouflage,Brad Paisley,spotify:track:6hVgzcyMmjNKaJn5VRZX3H,0.56,0.965,4,-3.67,1,0.472,0.325,0.984,0.43,0.771,113.633,266147,4,46.4182,13,1
Tuesday,I LOVE MAKONNEN Featuring Drake,spotify:track:2znzyzlAUc8Z1Ikq9aFOcx,0.77,0.664,,-5.64,1,0.211,0.215,0.118,0.15,0.472,14.163,321987,4,28.9925,14,1
Today,Brad Paisley,spotify:track:1IO13V9b1gLSbmZJZ9dM,0.347,0.632,2,-6.998,1,0.381,0.539,0.226,0.121,0.285,74.257,229338,3,3.571,8,1
Hardcore,Powerslut,spotify:track:1bYboqW92T88TSqvMRnYkY,0.55,0.67,11,-7.436,,0.449,0.176,2.44E-01,0.114,0.685,117.581,135587,4,18.19915,8,
God morgen vår!,Nanahira,spotify:track:4lqNbZ9nMLKyvphlhQImZ,0.472,0.868,11,-4.18,1,0.115,0.559,0.939,0.331,0.641,193.911,254147,3,52.93621,12,
MEGATRON,Nicki Minaj,spotify:track:1ZDmxwg7Lywlx68b7SsJjj,0.893,0.641,1,-3.51,1,0.272,0.128,8.60E-01,0.86,0.771,94.17,19747,4,33.6955,11,1
I Love You This Big,Scotty McCreery,spotify:track:3wtKovRRtvu6wbTjeKA26Q,0.521,0.647,9,-6.344,1,0.295,0.922,8.21E-01,0.123,0.326,83.963,24612,4,53.5167,7,1
Stubborn Love,The Lumineers,spotify:track:3ekNuTF3UpOvIZCfiejpnC,0.598,0.56,,-11.679,1,0.375,0.67,0.432,0.196,0.221,115.1,279,4,24.59456,12,1
Kill A Word,Eric Church Featuring Rhiannon Giddens,spotify:track:ipcmHor3Y8p6hCd8QUVq,0.651,0.732,2,-8.37,1,0.381,0.164,1.58E-01,0.925,0.638,85.23,199213,4,41.46,6,1
Elm St's Children,Elm Street,spotify:track:7jLcrORc7KlubNnKrgK945,0.522,0.98,2,-3.766,1,0.773,1.55E-01,0.298,0.191,0.396,144.996,34883,4,54.83256,16,
Throw It Up featuring Pastor Troy,Lil Jon & The East Side Boyz,spotify:track:RGEQZt56cK8cxr2QdG4Ih,0.698,0.592,3,-3.197,1,0.929,0.453,,0.331,0.17,145.977,372973,4,27.3724,16,
Seal The Deal,Volbeat,spotify:track:2atx3xHqalzri1Y4Uz5mrq,0.53,0.973,4,-3.63,,0.663,6.44E-01,0.558,0.129,0.432,15.997,24936,4,38.8387,1,
Cigarettes out the Window,TV Girl,spotify:track:5GKekzF1YcR2DQd9c3DI8y,0.626,0.659,,-5.669,1,0.337,0.121,,0.17,0.594,113.551,198961,4,25.5811,8,
The Lazy Song,Bruno Mars,spotify:track:1ExfPZEiahqhLyajhybFeS,0.738,0.84,11,-3.851,1,0.621,0.332,,0.279,0.949,174.943,19213,4,41.12767,11,1
Comin Out Strong,Future Featuring The Weeknd,spotify:track:1B87ZDrD3Pno9hS4stamWO,0.628,0.481,1,-7.775,1,0.475,0.29,,0.118,0.33,18.761,25437,5,36.5252,13,1
The Start of It (EP Version),Meese,spotify:track:31hhWdlF5RChxuVyGVKRt1,0.537,0.839,5,-4.19,1,0.442,0.762,,0.852,0.614,15.13,22,4,47.3114,12,
Homegrown,Zac Brown Band,spotify:track:1qwnPVOIJjAFfCc4Etb1D,0.712,0.81,6,-3.742,1,0.29,0.249,0.125,0.134,0.956,15.7,25,4,21.8454,12,1
Amor para Sonhar,Barrio Jazz Gang,spotify:track:3JZg1vj1XlweTsbALwJH2s,0.722,0.868,4,-7.886,,0.472,0.466,0.19,0.145,0.943,97.986,255739,4,5.34,12,
Vincent,Laura Fygi,spotify:track:2lnbHAKvq36iBLexF3aU3l,0.47,0.191,1,-13.681,1,0.38,0.918,,0.199,0.422,95.515,24876,4,36.7381,13,
"Fire, Walk with Me",Harakiri for the Sky,spotify:track:2gBbO8brlTYaLeBDjvJLh,0.383,0.952,3,-4.88,,0.484,9.91E-01,0.881,0.178,0.278,145.1,548313,4,39.53599,22,
My Chick Bad,Ludacris Featuring Nicki Minaj,spotify:track:3bMNprrp2JDKZsGbiXpsJl,0.624,0.723,1,-6.782,1,0.378,0.172,,0.483,0.757,84.789,216933,4,22.16186,9,1
Mind Over Matter,The Rival Mob,spotify:track:2vJkE4gsIjrhUZ58WcxDXg,0.137,0.879,2,-7.838,1,0.421,7.00E-01,0.85,0.134,0.576,181.288,11652,4,26.86475,8,
Bright,Echosmith,spotify:track:3WKg25vrbjJlkhsgl2W4p3,0.646,0.431,6,-8.517,1,0.262,0.637,6.99E-01,0.113,0.292,9.34,22627,4,54.7398,1,1
Disarm You (feat. Ilsey),Kaskade,spotify:track:3xQjivjUZ4KnUslduTEYKC,0.446,0.793,5,-3.912,,0.556,0.434,4.14E-01,0.159,0.313,127.799,221133,4,59.41273,9,
Didn't You Know How Much I Loved You,Kellie Pickler,spotify:track:3ySlOXQ77aZd5NLuHDdc,0.524,0.791,9,-4.696,1,0.396,0.244,,0.981,0.248,137.872,285187,4,17.65724,11,1
Hip-Hop - Remix,Joell Ortiz,spotify:track:ZiMSHgpj5S5ya766KrTRw,0.536,0.857,6,-5.951,,0.369,0.346,,0.312,0.836,97.524,192157,4,81.1821,8,
Mr. Local - Theme,Hiphop Tamizha,spotify:track:5rtfhunJVqltpiJVevz8xn,0.652,0.93,1,-3.974,,0.616,0.213,,0.382,0.62,87.997,1574,4,33.9443,6,
Temporary Home,Carrie Underwood,spotify:track:dtJF8562KcMndcBcSfM,0.416,0.354,,-6.357,1,0.263,0.731,1.00E-01,0.925,0.181,8.767,26856,4,35.2579,13,1
It's Only Rock & Roll (But I Like It),Clinic,spotify:track:6JmcMcZUhRdINwqtn4if7q,0.579,0.571,2,-9.435,1,0.169,0.735,0.931,0.131,0.63,186.698,18673,4,18.35623,11,
LoveHate Thing,Wale Featuring Sam Dew,spotify:track:6kx16RLMAyoXDvGqddZFy,0.736,0.691,8,-6.118,1,0.169,0.771,,0.422,0.18,99.954,2674,4,2.44832,14,1
***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,spotify:track:zVMzJ37VQNFUNvdxxat2E,0.639,0.659,8,-7.273,1,0.215,0.241,8.33E-01,0.484,0.457,136.81,234413,4,49.88638,9,1
Natures Death,Living Death,spotify:track:1o52kJkbmRuoNkoTetWC9,0.257,0.825,6,-13.36,1,0.63,0.422,0.812,0.124,0.223,176.255,284333,4,46.6211,11,
A Wolf Amongst Ravens,After The Burial,spotify:track:7pwkMTD1dDqHZyCuUko2Aw,0.483,0.975,1,-6.839,1,0.526,0.225,0.166,0.128,0.31,136.19,38222,3,29.34733,11,
No Complaints,Metro Boomin Featuring Offset & Drake,spotify:track:6kig1UFggPUyZBCvXD3Wod,0.913,0.498,2,-1.742,1,0.165,0.829,0.369,0.799,0.217,123.975,261733,4,28.656,1,1
Change Locations,Drake & Future,spotify:track:4gowy3WT6D1yhMLgRBlf9C,0.788,0.328,,-9.991,1,0.392,0.27,2.53E-01,0.118,0.213,137.85,22862,4,29.391,9,1
On the Beach (Mix Cut) - Mauro Picotto's CRW Remix,York,spotify:track:1MI8FThGX7VnZIjeDhbPD,0.65,0.897,1,-1.236,1,0.382,0.156,0.277,0.682,0.258,137.974,158328,4,45.8477,6,
Let Me See Ya Girl,Cole Swindell,spotify:track:3y1t2sEahs8idFz2tiYNPO,0.523,0.834,6,-3.561,1,0.281,0.254,,0.393,0.445,92.99,187587,4,23.34238,1,1
Every Time I Hear That Song,Blake Shelton,spotify:track:c4ICGbjvszKj3KPR59JU,0.523,0.725,2,-5.448,1,0.339,0.558,6.96E-01,0.937,0.528,155.855,2148,4,24.84958,8,1
Strange World - Radio Edit,Push,spotify:track:7uIU44vMKlPVIh4Xm6Cgzh,0.632,0.644,7,-13.97,1,0.362,0.135,0.848,0.113,0.566,139.27,23818,4,28.5716,9,
Deja Vu,J. Cole,spotify:track:6I6NX6tjGsxFAsIfGzY9lJ,0.657,0.421,9,-11.378,1,0.412,0.352,0.218,0.187,0.181,174.63,264747,4,41.8449,12,1
Press,Cardi B,spotify:track:6dPyzkyZwoj9LqjQXOFdVv,0.888,0.525,1,-5.665,1,0.35,0.29,5.68E-01,0.137,0.243,133.983,143792,4,27.9314,1,1
Back & Forth,Wild Child,spotify:track:2vcwh4UGbHy3gkhCEvBDMn,0.749,0.699,5,-7.193,,0.469,0.694,,0.124,0.641,123.965,21136,4,37.32327,8,
"Hooray, It's L.A.",Blindside,spotify:track:3fMQTuh34J7oRsKFp73Tja,0.492,0.922,11,-4,,0.42,2.36E-01,,0.443,0.54,146.15,19777,4,35.2745,8,
Tell Me You Love Me,Demi Lovato,spotify:track:1MKZaAEx8RrzoQjHhVuvgs,0.538,0.6,6,-5.463,1,0.489,0.273,,0.147,0.26,81.888,236987,4,36.55191,8,1
Try Me,The Weeknd,spotify:track:4ppTAJUbNXELZcoUaL9wo,0.456,0.679,8,-5.778,,0.64,0.596,0.573,0.129,0.17,92.26,22117,4,32.1343,11,1
Yours,Russell Dickerson,spotify:track:6RSNKGdv3nDTHqgw4bdzyF,0.555,0.722,11,-6.5,1,0.34,0.119,,0.861,0.559,134.58,21696,4,47.84163,8,1
Zombie,Chief State,spotify:track:2ldgaCumYp2YqeVqCpKA4h,0.473,0.967,5,-4.86,,0.792,0.111,0.259,0.11,0.453,188.1,28423,4,56.98689,1,
Ocean Eyes,Billie Eilish,spotify:track:7hDVYcQq6MxkdJGweuCtl9,0.511,0.363,4,-7.65,,0.41,0.816,0.317,0.84,0.169,144.892,2379,4,41.32341,7,1
I Was Jack (You Were Diane),Jake Owen,spotify:track:3dlCF1mzW1UKMOb4b1XN17,0.63,0.866,6,-3.541,1,0.443,0.819,,0.521,0.543,94.57,18727,4,41.783,7,1
Give It All We Got Tonight,George Strait,spotify:track:19PJ75UGKjpBomuDNyxPW,0.577,0.649,7,-7.31,1,0.27,0.253,5.30E-01,0.798,0.339,13.313,251333,4,26.91163,1,1
When We,Tank,spotify:track:2HWelwHQS4EdRqIycZOc3O,0.635,0.324,6,-9.51,,0.769,0.165,4.18E-01,0.18,0.741,117.863,3912,4,34.3478,13,1
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,spotify:track:4kV4N9D1iKVxx1KLvtTpjS,0.726,0.554,5,-5.29,,0.917,0.421,,0.16,0.335,169.999,1944,4,29.88236,9,1
Per Ulv,Terje Rypdal,spotify:track:1UoE4X4cl8dNcuy37inbV,0.572,0.37,7,-18.377,1,0.42,0.387,0.856,0.176,0.198,125.248,515227,4,67.1537,17,
Blessed Be the Darkness,Behexen,spotify:track:3PlKqs2Oj7UWsu4MOgu5X,0.122,0.869,9,-4.648,,0.864,1.69E-01,0.675,0.462,0.626,147.46,2652,4,41.1835,11,
Crave You - Adventure Club Remix,Flight Facilities,spotify:track:283LAlCpfArRZOXPfkOQj,0.634,0.692,1,-5.646,,0.997,0.586,0.116,0.726,0.839,14.29,236931,4,27.11216,11,
All The Right Moves,OneRepublic,spotify:track:5XRHGXutSrJUFmcn2lQF,0.529,0.948,,-3.527,1,0.474,0.258,9.35E-01,0.283,0.65,146.24,238,4,25.16272,11,1
Know Yourself,Drake,spotify:track:5InOp6q2vvxfShv3bzFLZ,0.733,0.412,11,-8.687,,0.225,0.196,,0.342,0.179,114.413,27584,4,46.9366,9,1
Half Of My Heart,John Mayer,spotify:track:7hR5toSPEgwFZ78jfHdANM,0.681,0.593,5,-9.327,1,0.251,0.435,0.117,0.16,0.731,115.58,25373,4,47.76966,11,1
Bad Habits,Maxwell,spotify:track:f62w1teOSaYgKObtzygaR,0.661,0.67,11,-7.645,,0.258,0.873,2.10E-01,0.794,0.661,148.2,35228,4,67.8362,14,1
Things Are,Sun Glitters,spotify:track:5RmueyXbSHEX6aSanzu1vK,0.482,0.332,7,-12.997,,0.732,0.33,0.782,0.956,0.225,83.94,2352,5,81.7598,6,
Earth Scar,Decapitated,spotify:track:3loI2vzJg8QTSF44sOcfOV,0.267,0.988,7,-5.57,1,0.962,4.40E-01,0.285,0.318,0.151,89.575,39693,4,31.93524,12,
Turn The Night Up,Enrique Iglesias,spotify:track:4e3RCQgj1P4Fa7d86y2qT2,0.78,0.74,,-5.31,1,0.42,0.554,1.33E-01,0.979,0.214,128.2,197733,4,24.12826,9,1
Sacrifice,Invincible Force,spotify:track:2CUGyAEW4rtVyZYSyVKKp3,0.267,0.999,1,-3.412,,0.131,0.285,0.257,0.14,0.381,181.13,227879,4,28.3693,11,
Paradox Garage Part 1 (With Your Love),FaltyDL,spotify:track:4fwoVBNEAVoT2MzfPnNO,0.615,0.879,11,-6.26,,0.469,1.52E-01,0.872,0.773,0.637,123.25,284878,4,36.21189,11,
Enemy - Radio Edit,Manuel Lauren,spotify:track:4aUefGFUcP6EKucJMA8nLT,0.598,0.883,11,-4.281,1,0.732,0.617,2.37E-01,0.648,0.894,127.961,17296,4,45.96137,6,
Talk That Talk,Rihanna Featuring Jay-Z,spotify:track:6qn9YLKt13AGvpq9jfO8py,0.734,0.766,1,-4.485,1,0.383,0.25,0.138,0.18,0.6,127.986,215227,4,23.15281,12,1
Rückkehr der Vernunft,Pöbel MC,spotify:track:7fPwFEvbbx8ts8DHSxS6Vr,0.795,0.877,6,-6.121,1,0.314,0.16,,0.111,0.51,1.23,26572,4,2.664,1,
Because I’m Me,The Avalanches,spotify:track:3f3HHRPF5vAo9GwdpDMaQ,0.472,0.85,8,-5.793,1,0.86,0.491,0.162,0.337,0.512,94.922,2528,4,44.3173,13,
Rub Anotha Dub,Walker & Royce,spotify:track:3mnpVW7HeT2wvRgX1iFaJx,0.77,0.789,,-7.339,1,0.713,0.72,0.627,0.521,0.63,125.991,266667,4,31.43593,14,
Crazy World,Terry Riley,spotify:track:4cscooZxVMyPEqbV3OSw7,0.286,0.399,5,-7.771,,0.329,0.72,4.34E-01,0.968,0.21,93.82,112572,4,3.59839,49,
14 / 999 Freestyle,Trippie Redd Featuring Juice WRLD,spotify:track:75lcPkAkUsKWHGBlGM476R,0.825,0.572,6,-6.67,,0.864,0.79,,0.113,0.568,141.991,175954,4,78.18346,5,1
We Stayed Up All Night,Tourist,spotify:track:7eSWgAlmLPXbGxgH3RNoWh,0.519,0.843,11,-6.58,1,0.431,0.214,0.446,0.21,0.592,84.997,265759,4,28.27295,12,
Obsidian Plume,Anthelion,spotify:track:1CgfTWotVnkLtH7p5tFowD,0.321,0.953,9,-4.978,,0.167,0.253,0.715,0.753,0.369,14.21,382,4,58.7365,11,
Thrash On The Streets,Dangerous,spotify:track:ELbhCvUtuhiRek6xF3WwM,0.164,0.974,9,-4.776,1,0.282,9.14E-01,0.178,0.191,0.257,174.832,38416,4,38.6139,18,
Footloose,Blake Shelton,spotify:track:4shPfi6RsJiwQtso2XFGiL,0.52,0.924,7,-4.748,1,0.686,0.121,2.31E-01,0.128,0.844,173.98,218493,4,33.41497,1,1
Loca,Shakira Featuring Dizzee Rascal,spotify:track:42k1KeBehAd83lrGt1okiC,0.8,0.692,9,-5.57,,0.614,0.342,1.92E-01,0.554,0.917,112.2,183693,4,26.45875,11,1
Never Enough,Loren Allred,spotify:track:Gl5s8IhMmQE5YQwM8Qx1J,0.277,0.394,8,-8.93,1,0.336,0.423,,0.952,0.227,86.777,27787,3,16.936,1,1
Let Her Go,Passenger,spotify:track:JmiBCpWc1IAcet7Xm7FL,0.479,0.545,7,-7.346,1,0.688,0.365,,0.963,0.244,74.897,252733,4,53.79626,8,1
How Far I'll Go,Auli'i Cravalho,spotify:track:6mb6lVLNrcUgLnEN8QnDJd,0.571,0.37,1,-1.958,,0.499,0.649,,0.178,0.18,83.72,163387,4,44.13681,7,1
It's a Small World - Instrumental,Fred Mollin,spotify:track:3wI9eq7AaOYGnaO3kKoA8o,0.666,0.434,5,-12.283,1,0.691,0.987,0.949,0.821,0.947,1.36,84962,4,44.8211,4,
Pop Music,R. Stevie Moore,spotify:track:1td8QNVAO1aUvImZyOylJO,0.516,0.386,7,-9.196,1,0.332,0.56,1.93E-01,0.218,0.378,179.974,2276,4,33.5243,12,
Love Me Harder,Ariana Grande & The Weeknd,spotify:track:6Q4JJnjXq8O1OliHhjS,0.448,0.71,1,-5.95,,0.578,0.196,,0.638,0.273,14.24,83785,4,28.8336,4,1
L$D,A$AP Rocky,spotify:track:4S7YHmlWwfwArgd8LfSPud,0.598,0.252,2,-15.86,1,0.647,0.193,0.138,0.992,0.352,12.6,23837,4,34.37839,1,1
Chanel (Go Get It),Young Thug Featuring Gunna & Lil Baby,spotify:track:kCBorRrKZkSztd9mQI3r,0.938,0.5,4,-1.8,,0.144,0.183,,0.77,0.462,14.11,2177,4,25.73629,1,1
"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",Arijit Singh,spotify:track:2Fv2injs4qAm8mJBGaxVKU,0.427,0.396,11,-7.556,1,0.366,0.736,,0.11,0.36,7.368,28478,4,77.429,12,
"Dear Friend,",Dayglow,spotify:track:6pjBrkKAwZn8qC77Lqags7,0.436,0.381,,-1.92,1,0.425,0.948,0.176,0.113,0.331,88.16,142125,4,51.71592,6,
$ave Dat Money,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,spotify:track:6AoYWCzsDls6c61Zp5qTuU,0.858,0.697,2,-5.361,1,0.23,0.114,,0.224,0.364,98.12,29836,4,38.4379,13,1
A Sky Full Of Stars,Coldplay,spotify:track:FDzzruyVECATHXKHFs9eJ,0.551,0.636,6,-7.125,1,0.281,0.713,0.23,0.217,0.153,124.996,268467,4,32.18263,13,1
Bad And Boujee,Migos Featuring Lil Uzi Vert,spotify:track:4Km5HrUvYTaSUfiSGPJeQR,0.927,0.665,11,-5.313,1,0.244,0.61,,0.123,0.175,127.76,34315,4,47.37726,18,1
"Cello Suite No. 5 in C Minor, BWV 111: IV. Sarabande",Johann Sebastian Bach,spotify:track:2OlCoInzq5QZxprAXKcV2,0.175,0.63,,-32.587,1,0.495,0.892,0.927,0.98,0.19,96.644,17173,4,57.52115,8,
Heart Patient,The Landers,spotify:track:4mo8yQOzxCQBXkcVFIByD,0.728,0.674,9,-3.7,1,0.736,0.956,,0.161,0.711,145.981,17342,4,27.269,8,
Feel It Still - Instrumental,Lance Allen,spotify:track:38BYxGyRDsOVDhSj5d2Xl,0.581,0.291,2,-19.874,,0.746,0.513,0.787,0.1,0.784,79.26,16115,4,25.53999,1,
On Fire,Lil Wayne,spotify:track:5mX6QmpQX4cCsRYJ9fGM3,0.626,0.866,11,-4.65,,0.48,0.316,0.364,0.171,0.545,132.31,24824,4,29.76757,13,1
Subeme La Radio,"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul",spotify:track:7nKBxz47S9SD79N86fuhn,0.684,0.823,9,-3.297,,0.773,0.744,,0.111,0.647,91.48,28163,4,33.1652,7,1
Sepulnation (Live),Sepultura,spotify:track:3QixUbHoETDAp6Y9x1riFh,0.334,0.977,2,-5.62,1,0.134,0.244,0.155,0.872,0.391,117.56,278133,4,62.1572,7,
Part Of Me,Katy Perry,spotify:track:1nZzRJbFvCEct3uzu4ZoL,0.678,0.918,5,-4.63,1,0.355,0.417,,0.744,0.769,13.28,21616,4,26.4688,12,1
American Saturday Night,Brad Paisley,spotify:track:7xJqaCgeteqWPogqjjxkBl,0.487,0.938,4,-5.466,1,0.533,0.721,2.63E-01,0.522,0.733,157.795,2742,4,26.7353,12,1
Lost In The Static,After The Burial,spotify:track:5QLH7zAdcAJLgR25gtvtoK,0.62,0.955,6,-4.888,1,0.154,0.989,0.133,0.27,0.193,126.9,273194,4,29.57843,1,
I'm Ready,AJR,spotify:track:2dgFqylK6gyILa4HY65uy,0.628,0.867,9,-3.555,1,0.913,0.18,,0.38,0.597,78.43,227311,4,51.9759,11,1
Nowhere Kids,Smile Empty Soul,spotify:track:2T1eiyej1pRLKKg8WSxz,0.513,0.923,8,-3.639,,0.683,0.289,,0.177,0.367,98.986,25793,4,59.57782,8,
Rock the Bells,Boys Noize,spotify:track:33KvuePYdzsx7ZqoTj3rHU,0.65,0.992,1,-5.74,1,0.66,0.62,0.99,0.454,0.555,12.911,17194,4,76.454,6,
"Three Days In Darkness - Live @ Paramount Theatre, Huntington, New York",Testament,spotify:track:5vTW5e9NKQNA4D2MNikD8S,0.158,0.94,1,-8.847,1,0.787,8.50E-01,0.513,0.926,0.18,154.558,433893,3,96.9726,13,
Three Ravens,Jake Xerxes Fussell,spotify:track:3bJrXNQwtHaQe2NtRDm1bj,0.523,0.212,9,-13.696,1,0.34,0.89,0.857,0.17,0.323,129.251,162868,4,29.15134,9,
"More Than Meets the Eye - Live @ Paramount Theatre, Huntington, New York",Testament,spotify:track:VnrfMjfBnghGTtWjfdZKT,0.19,0.958,11,-7.252,1,0.884,4.37E-01,0.11,0.823,0.661,166.56,26517,4,25.13171,12,
Theme from Q,Objekt,spotify:track:7Bzyr2VDVOAIU4oKpSWnp,0.8,0.795,1,-7.928,,0.733,0.388,0.713,0.15,0.599,123.1,44253,4,32.24525,15,
"Game Of Thrones - From The ""Game Of Thrones"" Soundtrack",Ramin Djawadi,spotify:track:2kgJYQKyQ1CK5GWcCUGwwh,0.551,0.558,8,-18.29,1,0.431,0.483,0.675,0.12,0.168,146.39,78293,3,3.4268,5,
Gangsta,Kehlani,spotify:track:1W7zkKgRv9mrLbfdQ8XyH3,0.439,0.447,1,-8.318,,0.436,0.111,,0.33,0.11,121.48,17729,4,35.6671,9,1
Play It Again,Luke Bryan,spotify:track:3fT3OHB9KyMtGMt2zwqCT,0.56,0.886,11,-3.225,1,0.655,0.916,,0.734,0.595,143.935,226867,4,34.4949,7,1
Seven,Sleeping At Last,spotify:track:7zbFh74zImpQho3btxuANN,0.457,0.463,3,-11.56,1,0.421,0.645,6.39E-01,0.18,0.117,119.827,261933,4,36.94626,13,
Metal Tribes,Panzerchrist,spotify:track:fI8yFkugOJAui29uYh41I,0.198,0.952,2,-4.39,1,0.132,,0.816,0.57,0.126,13.453,298133,3,28.66693,14,
Umbrella (Frappé),Nate Fifield,spotify:track:1SpnTMZc2lzZUARmX2kxwN,0.546,0.245,2,-16.162,1,0.448,0.988,0.829,0.15,0.538,8.894,1282,4,27.52365,6,
Old Record,Damma Beatz,spotify:track:6DhOXh7wuASzvWakaTHPu,0.717,0.582,11,-6.352,1,0.579,0.242,0.88,0.117,0.275,85.978,18,4,69.7221,8,
American Girl,Bonnie McKee,spotify:track:vvGVEN6l2fbIEUtq3mQD,0.66,0.816,,-4.332,,0.344,0.976,1.87E-01,0.59,0.66,127.97,22417,4,23.531,12,1
Habits (Stay High) [Instrumental Version],Steve Petrunak,spotify:track:16MH7WjEbCNGzH9PrIMgfi,0.738,0.547,5,-8.592,1,0.468,0.911,0.89,0.112,0.22,11.15,29925,4,41.84368,1,
Family Man,Craig Campbell,spotify:track:7a1538puknbXpg5LnYNwBX,0.554,0.621,11,-7.76,1,0.269,0.162,2.56E-01,0.155,0.151,155.817,219187,4,62.51362,8,1
Billionaire,Teni,spotify:track:3IOH28AYanK51Xx1xrSOV,0.87,0.715,8,-5.316,1,0.998,0.31,,0.936,0.829,118.965,213812,4,5.46719,11,
Pinô,Otto Totland,spotify:track:2Ai5UUXyxaulVbompgrzlo,0.494,0.453,5,-28.914,1,0.378,0.995,0.927,0.112,0.13,8.743,165995,4,31.6472,8,
Blem,Drake,spotify:track:2XlHuHcujBCkWMdIAvrqt,0.726,0.535,7,-7.84,,0.476,0.533,1.38E-01,0.984,0.375,98.67,216558,4,39.8877,6,1
Take Me Home,Lopazz,spotify:track:6idVSJmvvPLVPF6HVKdVxY,0.768,0.275,11,-17.985,,0.538,0.377,0.825,0.457,0.335,124.994,364935,4,31.1988,14,
Brand New,Ben Rector,spotify:track:3IpG4SvqxHmbZslvDSIIZP,0.555,0.933,9,-5.4,1,0.113,0.26,,0.122,0.421,144.874,243933,4,27.522,1,1
Metal Drums (Regis remix),Black Asteroid,spotify:track:5lKanl4BUzp8aPeupaVrYY,0.737,0.946,4,-1.518,,0.484,0.121,0.83,0.872,0.382,129.995,243844,4,33.25455,1,
Raging Fire,Phillip Phillips,spotify:track:3Q2tKt6gKdn9LUMcHFxNJy,0.557,0.833,7,-4.671,1,0.73,0.867,,0.621,0.449,125.99,234693,4,5.51693,7,1
Roll the Dice,Wolfpack,spotify:track:5jj9Z63XHpM4CZDku1EQ2k,0.47,0.974,2,-4.599,1,0.596,3.70E-01,0.351,0.183,0.429,94.955,13136,4,3.14774,8,
Die For Me,Post Malone Featuring Future & Halsey,spotify:track:2C6WXnmZ66tHhHlnvwePiK,0.614,0.66,,-2.848,1,0.441,0.19,,0.211,0.452,145.1,245267,4,4.18396,12,1
Lizard - Claxixx Mix,Mauro Picotto,spotify:track:5y3RCEHsystHsdaN6DiFnt,0.745,0.86,9,-1.44,,0.531,0.817,0.841,0.112,0.82,134.31,164541,4,26.81548,6,
Porn Star Dancing - Rock Version,My Darkest Days,spotify:track:6RK5wFkSPbDwU6lmNzUNX,0.477,0.917,2,-3.399,1,0.837,0.139,,0.756,0.271,16.44,19913,4,24.74687,7,
Hide Away,Daya,spotify:track:uyZ5ckiIUbFZd3P6RWmrj,0.885,0.81,11,-4.716,,0.882,0.225,1.65E-01,0.733,0.466,95.11,192376,4,26.8942,9,1
Better Run,Dub Inc.,spotify:track:4sDidFl2yb1cBtOBzxaVM6,0.749,0.631,7,-6.37,1,0.5,0.141,,0.111,0.529,87.979,235773,4,48.1385,11,
Mask Off,Future,spotify:track:VgkVdmE4gld66l8iyGjgx,0.833,0.434,2,-8.795,1,0.431,0.12,0.219,0.165,0.281,15.62,246,4,37.63526,1,1
A Woman Like You,Lee Brice,spotify:track:3oyMHCAAcnWFdcGuVgwfhd,0.592,0.584,7,-7.422,1,0.35,0.245,,0.862,0.371,16.48,29787,4,34.71271,1,1
VIOLATION DOMAIN (Benediction cover),Ghusa,spotify:track:7vO12zBbZ7VsNwaiU2bZV,0.175,0.979,2,-4.67,1,0.897,1.87E-01,0.75,0.219,0.59,12.87,22748,3,59.817,11,
The Dragonborn Comes,Malukah,spotify:track:88R698G2RAP4fHFBc6zVV,0.321,0.147,1,-15.459,,0.365,0.925,0.24,0.17,0.223,173.89,121,3,69.5378,5,
One (Made Famous by Metallica),The Ungrateful,spotify:track:35o4HsjuWA4xVtAQpDldvK,0.358,0.818,6,-4.24,1,0.329,0.287,0.18,0.94,0.534,98.168,419253,3,39.1745,19,
Fix,Chris Lane,spotify:track:6gXuwldPRtinePSXV2Vn1,0.532,0.883,,-2.743,,0.352,0.951,,0.34,0.7,99.995,1924,4,72.39931,7,1
Mr. Saxobeat,Alexandra Stan,spotify:track:2ZAx6NDhX2yE5aL5ueEQgY,0.72,0.925,4,-4.165,,0.511,0.276,0.238,0.14,0.781,127.4,19515,4,25.1385,9,1
Earth,Sleeping At Last,spotify:track:16D9AzevsZAh4GfQEYIo7I,0.292,0.374,1,-1.495,,0.332,0.463,0.292,0.357,0.247,119.784,268111,4,67.27885,1,
Keep Them Kisses Comin',Craig Campbell,spotify:track:1ugf7FcFQs95CTBbtuzz,0.74,0.767,6,-5.78,1,0.398,0.524,0.469,0.361,0.889,12.35,159827,4,23.67458,8,1
My Frenz In',Shatta Wale,spotify:track:5xrddJnLyUMyI6wNCk99r,0.572,0.729,9,-4.913,1,0.379,0.893,,0.786,0.223,156.737,219214,4,17.86253,13,
Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,spotify:track:25leEEaz1gIpp7o21Fqyjo,0.834,0.372,1,-11.99,1,0.358,0.799,,0.275,0.976,96.628,15267,4,5.758,7,1
